"No.","average","variance"
"172","78","2.32379000772445"
"173","79","2.4528894525980305"
"174","79","2.4528894525980305"
"175","74","1.8073922282301278"
"176","72","1.5491933384829668"
"177","73","1.6782927833565473"
"178","73","1.6782927833565473"
"179","73","1.6782927833565473"
"180","72","1.5491933384829668"
"181","73","1.6782927833565473"
"182","72","1.5491933384829668"
"183","72","1.5491933384829668"
"184","71","6.713171133426189"
"185","69","1.161895003862225"
"186","72","1.5491933384829668"
"187","72","1.5491933384829668"
"188","73","1.6782927833565473"
"189","73","6.454972243679028"
"190","72","1.5491933384829668"
"191","73","1.6782927833565473"
"192","71","1.420093893609386"
"193","70","1.2909944487358056"
"194","70","1.2909944487358056"
"195","72","1.5491933384829668"
"196","74","1.8073922282301278"
"197","73","1.6782927833565473"
"198","74","1.8073922282301278"
"199","73","1.6782927833565473"
"200","73","1.6782927833565473"
"201","72","1.5491933384829668"
"202","70","1.2909944487358056"
"203","70","1.2909944487358056"
"204","74","1.8073922282301278"
"205","75","1.9364916731037085"
"206","74","1.8073922282301278"
"207","73","1.6782927833565473"
"208","73","1.6782927833565473"
"209","75","8.262364471909155"
"210","70","1.2909944487358056"
"211","69","1.161895003862225"
"212","72","1.5491933384829668"
"213","73","1.6782927833565473"
"214","72","1.5491933384829668"
"215","71","1.420093893609386"
"216","71","1.420093893609386"
"217","72","1.5491933384829668"
"218","69","1.161895003862225"
"219","68","1.0327955589886444"
"220","68","1.0327955589886444"
"221","71","1.420093893609386"
"222","72","1.5491933384829668"
"223","75","1.9364916731037085"
"224","75","1.9364916731037085"
"225","76","2.065591117977289"
"226","77","2.1946905628508695"
"227","76","2.065591117977289"
"228","75","1.9364916731037085"
"229","73","1.6782927833565473"
"230","73","1.6782927833565473"
"231","72","1.5491933384829668"
"232","72","1.5491933384829668"
"233","71","8.778762251403478"
"234","72","6.5840716885526085"
"235","69","1.161895003862225"
"236","69","1.161895003862225"
"237","71","1.420093893609386"
"238","74","6.325872798805447"
"239","73","1.6782927833565473"
"240","74","1.8073922282301278"
"241","74","1.8073922282301278"
"242","75","1.9364916731037085"
"243","77","15.750132274576828"
"244","73","1.6782927833565473"
"245","74","6.325872798805447"
"246","74","1.8073922282301278"
"247","74","1.8073922282301278"
"248","74","1.8073922282301278"
"249","71","1.420093893609386"
"250","72","1.5491933384829668"
"251","71","6.713171133426189"
"252","68","1.0327955589886444"
"253","68","1.0327955589886444"
"254","68","1.0327955589886444"
"255","71","1.420093893609386"
"256","71","1.420093893609386"
"257","72","1.5491933384829668"
"258","72","1.5491933384829668"
"259","72","1.5491933384829668"
"260","71","1.420093893609386"
"261","71","1.420093893609386"
"262","69","1.161895003862225"
"263","72","1.5491933384829668"
"264","72","1.5491933384829668"
"265","72","1.5491933384829668"
"266","73","1.6782927833565473"
"267","71","1.420093893609386"
"268","71","1.420093893609386"
"269","68","1.0327955589886444"
"270","68","1.0327955589886444"
"271","69","1.161895003862225"
"272","71","1.420093893609386"
"273","72","6.5840716885526085"
"274","72","1.5491933384829668"
"275","72","1.5491933384829668"
"276","72","1.5491933384829668"
"277","71","1.420093893609386"
"278","71","1.420093893609386"
"279","69","1.161895003862225"
"280","72","1.5491933384829668"
"281","72","1.5491933384829668"
"282","73","1.6782927833565473"
"283","74","1.8073922282301278"
"284","72","1.5491933384829668"
"285","73","1.6782927833565473"
"286","72","6.5840716885526085"
"287","72","6.5840716885526085"
"288","71","1.420093893609386"
"289","76","6.0676739090582865"
"290","77","5.938574464184706"
"291","77","8.004165582161995"
"292","77","2.1946905628508695"
"293","77","5.938574464184706"
"294","78","2.32379000772445"
"295","73","1.6782927833565473"
"296","73","1.6782927833565473"
"297","74","1.8073922282301278"
"298","74","1.8073922282301278"
"299","74","1.8073922282301278"
"300","74","6.325872798805447"
"301","74","1.8073922282301278"
"302","73","1.6782927833565473"
"303","72","1.5491933384829668"
"304","70","1.2909944487358056"
"305","73","1.6782927833565473"
"306","72","1.5491933384829668"
"307","72","1.5491933384829668"
"308","73","8.520563361656317"
"309","72","1.5491933384829668"
"310","74","1.8073922282301278"
"311","71","1.420093893609386"
"312","73","6.454972243679028"
"313","72","1.5491933384829668"
"314","72","1.5491933384829668"
"315","73","1.6782927833565473"
"316","72","1.5491933384829668"
"317","72","1.5491933384829668"
"318","72","1.5491933384829668"
"319","72","1.5491933384829668"
"320","72","1.5491933384829668"
"321","71","6.713171133426189"
"322","73","1.6782927833565473"
"323","72","1.5491933384829668"
"324","72","1.5491933384829668"
"325","72","1.5491933384829668"
"326","72","1.5491933384829668"
"327","71","1.420093893609386"
"328","70","1.2909944487358056"
"329","70","1.2909944487358056"
"330","72","1.5491933384829668"
"331","73","1.6782927833565473"
"332","73","1.6782927833565473"
"333","73","1.6782927833565473"
"334","72","1.5491933384829668"
"335","72","1.5491933384829668"
"336","72","6.5840716885526085"
"337","70","1.2909944487358056"
"338","72","19.364916731037084"
"339","72","1.5491933384829668"
"340","72","6.5840716885526085"
"341","72","1.5491933384829668"
"342","70","1.2909944487358056"
"343","70","1.2909944487358056"
"344","68","1.0327955589886444"
"345","68","1.0327955589886444"
"346","68","7.1004694680469305"
"347","70","1.2909944487358056"
"348","71","1.420093893609386"
"349","74","1.8073922282301278"
"350","74","1.8073922282301278"
"351","75","8.262364471909155"
"352","74","1.8073922282301278"
"353","73","1.6782927833565473"
"354","71","1.420093893609386"
"355","73","1.6782927833565473"
"356","72","1.5491933384829668"
"357","79","12.522646152737314"
"358","83","2.065591117977289"
"359","84","3.0983866769659336"
"360","91","10.973452814254347"
"361","107","6.0676739090582865"
"362","113","8.133265027035575"
"363","111","1.5491933384829668"
"364","108","6.196773353931867"
"365","109","6.325872798805447"
"366","112","5.163977794943222"
"367","92","2.581988897471611"
"368","88","2.065591117977289"
"369","85","1.6782927833565473"
"370","85","1.6782927833565473"
"371","85","1.6782927833565473"
"372","79","6.84227057829977"
"373","78","0.7745966692414834"
"374","78","0.7745966692414834"
"375","78","1.0327955589886444"
"376","78","0.7745966692414834"
"377","78","0.7745966692414834"
"378","78","0.7745966692414834"
"379","78","0.7745966692414834"
"380","78","0.7745966692414834"
"381","78","0.7745966692414834"
"382","77","0.6454972243679028"
"383","84","0.2581988897471611"
"384","85","1.6782927833565473"
"385","86","1.8073922282301278"
"386","86","1.8073922282301278"
"387","86","1.8073922282301278"
"388","86","1.8073922282301278"
"389","103","119.80428484268276"
"390","143","10.715253924507186"
"391","142","10.586154479633606"
"392","142","10.586154479633606"
"393","141","10.457055034760025"
"394","139","10.198856145012865"
"395","115","7.1004694680469305"
"396","73","1.6782927833565473"
"397","72","1.5491933384829668"
"398","73","6.454972243679028"
"399","72","1.5491933384829668"
"400","73","1.6782927833565473"
"401","73","6.454972243679028"
"402","72","1.5491933384829668"
"403","72","1.5491933384829668"
"404","69","1.161895003862225"
"405","71","1.420093893609386"
"406","72","6.5840716885526085"
"407","73","6.454972243679028"
"408","73","1.6782927833565473"
"409","74","1.8073922282301278"
"410","74","1.8073922282301278"
"411","73","1.6782927833565473"
"412","72","1.5491933384829668"
"413","69","1.161895003862225"
"414","72","1.5491933384829668"
"415","74","8.391463916782737"
"416","73","1.6782927833565473"
"417","73","1.6782927833565473"
"418","72","1.5491933384829668"
"419","74","1.8073922282301278"
"420","72","1.5491933384829668"
"421","69","1.161895003862225"
"422","72","1.5491933384829668"
"423","74","1.8073922282301278"
"424","74","1.8073922282301278"
"425","72","1.5491933384829668"
"426","73","1.6782927833565473"
"427","74","1.8073922282301278"
"428","73","1.6782927833565473"
"429","72","6.5840716885526085"
"430","72","1.5491933384829668"
"431","74","19.106717841289925"
"432","74","8.391463916782737"
"433","72","1.5491933384829668"
"434","72","1.5491933384829668"
"435","71","1.420093893609386"
"436","72","1.5491933384829668"
"437","71","1.420093893609386"
"438","69","1.161895003862225"
"439","72","1.5491933384829668"
"440","73","1.6782927833565473"
"441","74","6.325872798805447"
"442","74","1.8073922282301278"
"443","75","13.942740046346701"
"444","75","1.9364916731037085"
"445","74","6.325872798805447"
"446","73","1.6782927833565473"
"447","72","1.5491933384829668"
"448","74","1.8073922282301278"
"449","72","1.5491933384829668"
"450","73","1.6782927833565473"
"451","72","1.5491933384829668"
"452","74","1.8073922282301278"
"453","75","1.9364916731037085"
"454","71","1.420093893609386"
"455","72","1.5491933384829668"
"456","75","18.977618396416343"
"457","75","1.9364916731037085"
"458","73","1.6782927833565473"
"459","73","1.6782927833565473"
"460","74","1.8073922282301278"
"461","74","6.325872798805447"
"462","70","1.2909944487358056"
"463","71","6.713171133426189"
"464","71","6.713171133426189"
"465","73","1.6782927833565473"
"466","73","6.454972243679028"
"467","72","1.5491933384829668"
"468","73","1.6782927833565473"
"469","72","1.5491933384829668"
"470","72","6.5840716885526085"
"471","69","1.161895003862225"
"472","69","1.161895003862225"
"473","72","1.5491933384829668"
"474","72","1.5491933384829668"
"475","72","1.5491933384829668"
"476","73","1.6782927833565473"
"477","74","1.8073922282301278"
"478","74","6.325872798805447"
"479","73","8.520563361656317"
"480","73","6.454972243679028"
"481","74","6.325872798805447"
"482","75","6.196773353931867"
"483","76","6.0676739090582865"
"484","76","6.0676739090582865"
"485","75","6.196773353931867"
"486","76","6.0676739090582865"
"487","74","1.8073922282301278"
"488","72","1.5491933384829668"
"489","72","1.5491933384829668"
"490","74","6.325872798805447"
"491","73","1.6782927833565473"
"492","72","1.5491933384829668"
"493","75","6.196773353931867"
"494","75","6.196773353931867"
"495","75","6.196773353931867"
"496","72","1.5491933384829668"
"497","73","6.454972243679028"
"498","77","2.1946905628508695"
"499","75","1.9364916731037085"
"500","74","1.8073922282301278"
"501","74","6.325872798805447"
"502","76","2.065591117977289"
"503","75","1.9364916731037085"
"504","72","6.5840716885526085"
"505","70","1.2909944487358056"
"506","73","1.6782927833565473"
"507","72","1.5491933384829668"
"508","71","1.420093893609386"
"509","72","1.5491933384829668"
"510","73","1.6782927833565473"
"511","73","1.6782927833565473"
"512","73","8.520563361656317"
"513","73","1.6782927833565473"
"514","73","1.6782927833565473"
"515","74","1.8073922282301278"
"516","74","6.325872798805447"
"517","74","1.8073922282301278"
"518","72","1.5491933384829668"
"519","74","1.8073922282301278"
"520","73","1.6782927833565473"
"521","72","1.5491933384829668"
"522","71","1.420093893609386"
"523","75","1.9364916731037085"
"524","76","6.0676739090582865"
"525","74","1.8073922282301278"
"526","74","1.8073922282301278"
"527","76","2.065591117977289"
"528","75","1.9364916731037085"
"529","72","1.5491933384829668"
"530","70","1.2909944487358056"
"531","74","6.325872798805447"
"532","74","1.8073922282301278"
"533","72","1.5491933384829668"
"534","72","1.5491933384829668"
"535","72","1.5491933384829668"
"536","73","1.6782927833565473"
"537","72","6.196773353931867"
"538","72","1.5491933384829668"
"539","70","1.2909944487358056"
"540","74","1.8073922282301278"
"541","73","1.6782927833565473"
"542","73","1.6782927833565473"
"543","72","1.5491933384829668"
"544","72","1.5491933384829668"
"545","73","6.454972243679028"
"546","69","1.161895003862225"
"547","69","1.161895003862225"
"548","72","1.5491933384829668"
"549","72","8.649662806529898"
"550","72","1.5491933384829668"
"551","72","6.5840716885526085"
"552","72","1.5491933384829668"
"553","73","1.6782927833565473"
"554","69","1.161895003862225"
"555","69","1.161895003862225"
"556","70","1.2909944487358056"
"557","73","1.6782927833565473"
"558","73","1.6782927833565473"
"559","73","6.454972243679028"
"560","74","1.8073922282301278"
"561","75","1.9364916731037085"
"562","74","1.8073922282301278"
"563","73","1.6782927833565473"
"564","74","1.8073922282301278"
"565","76","6.0676739090582865"
"566","76","2.065591117977289"
"567","75","6.196773353931867"
"568","75","1.9364916731037085"
"569","75","6.196773353931867"
"570","75","1.9364916731037085"
"571","73","1.6782927833565473"
"572","71","1.420093893609386"
"573","75","6.196773353931867"
"574","75","1.9364916731037085"
"575","74","6.325872798805447"
"576","73","1.6782927833565473"
"577","74","6.325872798805447"
"578","74","1.8073922282301278"
"579","71","1.420093893609386"
"580","71","1.420093893609386"
"581","73","1.6782927833565473"
"582","73","1.6782927833565473"
"583","72","1.5491933384829668"
"584","72","1.5491933384829668"
"585","72","6.5840716885526085"
"586","72","1.5491933384829668"
"587","69","6.971370023173351"
"588","69","1.161895003862225"
"589","71","1.420093893609386"
"590","72","1.5491933384829668"
"591","72","1.5491933384829668"
"592","72","1.5491933384829668"
"593","72","6.5840716885526085"
"594","72","1.5491933384829668"
"595","69","1.161895003862225"
"596","72","1.5491933384829668"
"597","70","1.2909944487358056"
"598","74","1.8073922282301278"
"599","75","1.9364916731037085"
"600","75","1.9364916731037085"
"601","75","1.9364916731037085"
"602","75","1.9364916731037085"
"603","75","1.9364916731037085"
"604","73","6.454972243679028"
"605","70","1.2909944487358056"
"606","79","2.4528894525980305"
"607","80","2.581988897471611"
"608","77","2.1946905628508695"
"609","78","5.809475019311125"
"610","77","5.938574464184706"
"611","77","2.1946905628508695"
"612","69","1.161895003862225"
"613","69","1.161895003862225"
"614","70","1.2909944487358056"
"615","72","19.364916731037084"
"616","72","1.5491933384829668"
"617","73","1.6782927833565473"
"618","72","1.5491933384829668"
"619","71","1.420093893609386"
"620","71","1.420093893609386"
"621","69","1.161895003862225"
"622","69","1.161895003862225"
"623","69","1.161895003862225"
"624","72","1.5491933384829668"
"625","73","1.6782927833565473"
"626","72","1.5491933384829668"
"627","73","1.6782927833565473"
"628","74","1.8073922282301278"
"629","73","1.6782927833565473"
"630","70","1.2909944487358056"
"631","71","1.420093893609386"
"632","73","1.6782927833565473"
"633","72","1.5491933384829668"
"634","71","1.420093893609386"
"635","71","1.420093893609386"
"636","72","1.5491933384829668"
"637","72","8.649662806529898"
"638","69","1.161895003862225"
"639","69","1.161895003862225"
"640","71","6.713171133426189"
"641","74","1.8073922282301278"
"642","74","1.8073922282301278"
"643","73","1.6782927833565473"
"644","74","1.8073922282301278"
"645","74","1.8073922282301278"
"646","73","6.454972243679028"
"647","70","1.2909944487358056"
"648","69","1.161895003862225"
"649","71","6.713171133426189"
"650","72","1.5491933384829668"
"651","72","1.5491933384829668"
"652","72","1.5491933384829668"
"653","72","1.5491933384829668"
"654","73","1.6782927833565473"
"655","73","6.454972243679028"
"656","71","1.420093893609386"
"657","70","1.2909944487358056"
"658","75","6.196773353931867"
"659","75","1.9364916731037085"
"660","75","6.196773353931867"
"661","74","1.8073922282301278"
"662","75","1.9364916731037085"
"663","74","1.8073922282301278"
"664","68","1.0327955589886444"
"665","69","6.971370023173351"
"666","71","1.420093893609386"
"667","72","6.5840716885526085"
"668","71","1.420093893609386"
"669","71","1.420093893609386"
"670","72","1.5491933384829668"
"671","72","1.5491933384829668"
"672","69","1.161895003862225"
"673","68","1.0327955589886444"
"674","73","8.520563361656317"
"675","73","1.6782927833565473"
"676","74","1.8073922282301278"
"677","73","1.6782927833565473"
"678","77","2.1946905628508695"
"679","78","5.809475019311125"
"680","73","1.6782927833565473"
"681","73","1.6782927833565473"
"682","76","2.065591117977289"
"683","78","2.32379000772445"
"684","75","1.9364916731037085"
"685","74","1.8073922282301278"
"686","74","1.8073922282301278"
"687","75","1.9364916731037085"
"688","70","1.2909944487358056"
"689","69","1.161895003862225"
"690","68","1.0327955589886444"
"691","72","1.5491933384829668"
"692","73","1.6782927833565473"
"693","72","1.5491933384829668"
"694","72","1.5491933384829668"
"695","72","1.5491933384829668"
"696","73","1.6782927833565473"
"697","69","1.161895003862225"
"698","69","1.161895003862225"
"699","73","1.6782927833565473"
"700","74","1.8073922282301278"
"701","74","1.8073922282301278"
"702","73","1.6782927833565473"
"703","73","1.6782927833565473"
"704","74","1.8073922282301278"
"705","71","1.420093893609386"
"706","71","6.713171133426189"
"707","69","1.161895003862225"
"708","73","1.6782927833565473"
"709","74","1.8073922282301278"
"710","73","1.6782927833565473"
"711","75","6.196773353931867"
"712","75","1.9364916731037085"
"713","75","1.9364916731037085"
"714","72","6.5840716885526085"
"715","73","1.6782927833565473"
"716","72","1.5491933384829668"
"717","75","13.942740046346701"
"718","74","1.8073922282301278"
"719","75","1.9364916731037085"
"720","74","1.8073922282301278"
"721","74","1.8073922282301278"
"722","75","1.9364916731037085"
"723","71","1.420093893609386"
"724","71","1.420093893609386"
"725","72","1.5491933384829668"
"726","73","1.6782927833565473"
"727","72","1.5491933384829668"
"728","72","1.5491933384829668"
"729","72","1.5491933384829668"
"730","74","6.325872798805447"
"731","71","1.420093893609386"
"732","71","1.420093893609386"
"733","73","1.6782927833565473"
"734","75","1.9364916731037085"
"735","75","1.9364916731037085"
"736","73","1.6782927833565473"
"737","74","1.8073922282301278"
"738","73","1.6782927833565473"
"739","73","1.6782927833565473"
"740","71","1.420093893609386"
"741","71","6.713171133426189"
"742","73","1.6782927833565473"
"743","73","1.6782927833565473"
"744","73","1.6782927833565473"
"745","73","1.6782927833565473"
"746","73","1.6782927833565473"
"747","73","1.6782927833565473"
"748","71","1.420093893609386"
"749","69","1.161895003862225"
"750","71","1.420093893609386"
"751","72","1.5491933384829668"
"752","72","1.5491933384829668"
"753","71","1.420093893609386"
"754","72","6.5840716885526085"
"755","72","1.5491933384829668"
"756","71","1.420093893609386"
"757","69","1.161895003862225"
"758","68","1.0327955589886444"
"759","69","1.161895003862225"
"760","71","1.420093893609386"
"761","72","1.5491933384829668"
"762","73","6.454972243679028"
"763","72","1.5491933384829668"
"764","73","1.6782927833565473"
"765","73","1.6782927833565473"
"766","71","6.713171133426189"
"767","70","1.2909944487358056"
"768","72","1.5491933384829668"
"769","74","1.8073922282301278"
"770","73","1.6782927833565473"
"771","73","1.6782927833565473"
"772","72","1.5491933384829668"
"773","73","1.6782927833565473"
"774","71","1.420093893609386"
"775","69","1.161895003862225"
"776","72","1.5491933384829668"
"777","73","1.6782927833565473"
"778","73","1.6782927833565473"
"779","73","1.6782927833565473"
"780","72","1.5491933384829668"
"781","74","1.8073922282301278"
"782","72","1.5491933384829668"
"783","71","1.420093893609386"
"784","74","6.325872798805447"
"785","73","1.6782927833565473"
"786","74","6.325872798805447"
"787","72","1.5491933384829668"
"788","73","1.6782927833565473"
"789","73","6.454972243679028"
"790","72","1.5491933384829668"
"791","72","1.5491933384829668"
"792","72","1.5491933384829668"
"793","73","1.6782927833565473"
"794","73","1.6782927833565473"
"795","73","6.454972243679028"
"796","71","1.420093893609386"
"797","72","8.649662806529898"
"798","71","1.420093893609386"
"799","71","1.420093893609386"
"800","70","6.84227057829977"
"801","71","1.420093893609386"
"802","72","1.5491933384829668"
"803","73","1.6782927833565473"
"804","74","1.8073922282301278"
"805","74","1.8073922282301278"
"806","73","1.6782927833565473"
"807","76","8.133265027035575"
"808","75","1.9364916731037085"
"809","74","6.325872798805447"
"810","74","19.106717841289925"
"811","73","1.6782927833565473"
"812","74","1.8073922282301278"
"813","71","1.420093893609386"
"814","71","1.420093893609386"
"815","71","6.713171133426189"
"816","69","1.161895003862225"
"817","69","1.161895003862225"
"818","71","1.420093893609386"
"819","72","1.5491933384829668"
"820","73","1.6782927833565473"
"821","73","8.520563361656317"
"822","73","1.6782927833565473"
"823","73","1.6782927833565473"
"824","72","6.5840716885526085"
"825","69","1.161895003862225"
"826","69","6.971370023173351"
"827","68","1.0327955589886444"
"828","71","1.420093893609386"
"829","73","1.6782927833565473"
"830","72","1.5491933384829668"
"831","73","1.6782927833565473"
"832","72","1.5491933384829668"
"833","73","1.6782927833565473"
"834","70","1.2909944487358056"
"835","70","8.907861696277058"
"836","72","1.5491933384829668"
"837","71","1.420093893609386"
"838","72","6.5840716885526085"
"839","71","1.420093893609386"
"840","71","1.420093893609386"
"841","70","1.2909944487358056"
"842","71","8.778762251403478"
"843","71","1.420093893609386"
"844","69","1.161895003862225"
"845","72","1.5491933384829668"
"846","74","1.8073922282301278"
"847","73","1.6782927833565473"
"848","72","1.5491933384829668"
"849","73","1.6782927833565473"
"850","74","1.8073922282301278"
"851","73","1.6782927833565473"
"852","72","14.330038380967443"
"853","75","18.977618396416343"
"854","75","1.9364916731037085"
"855","75","1.9364916731037085"
"856","75","6.196773353931867"
"857","74","1.8073922282301278"
"858","73","1.6782927833565473"
"859","72","1.5491933384829668"
"860","72","6.5840716885526085"
"861","71","1.420093893609386"
"862","72","1.5491933384829668"
"863","75","1.9364916731037085"
"864","75","1.9364916731037085"
"865","75","6.196773353931867"
"866","75","6.196773353931867"
"867","76","2.065591117977289"
"868","74","1.8073922282301278"
"869","73","1.6782927833565473"
"870","74","1.8073922282301278"
"871","74","1.8073922282301278"
"872","73","1.6782927833565473"
"873","73","1.6782927833565473"
"874","73","1.6782927833565473"
"875","72","6.5840716885526085"
"876","71","1.420093893609386"
"877","69","1.161895003862225"
"878","71","6.713171133426189"
"879","72","1.5491933384829668"
"880","73","1.6782927833565473"
"881","72","1.5491933384829668"
"882","72","1.5491933384829668"
"883","73","6.454972243679028"
"884","72","1.5491933384829668"
"885","69","1.161895003862225"
"886","69","1.161895003862225"
"887","71","1.420093893609386"
"888","73","1.6782927833565473"
"889","73","8.520563361656317"
"890","73","1.6782927833565473"
"891","74","1.8073922282301278"
"892","74","1.8073922282301278"
"893","74","6.325872798805447"
"894","71","1.420093893609386"
"895","73","1.6782927833565473"
"896","74","6.325872798805447"
"897","73","1.6782927833565473"
"898","72","1.5491933384829668"
"899","72","8.649662806529898"
"900","72","1.5491933384829668"
"901","68","1.0327955589886444"
"902","68","1.0327955589886444"
"903","72","27.110883423451916"
"904","73","1.6782927833565473"
"905","72","1.5491933384829668"
"906","74","1.8073922282301278"
"907","74","1.8073922282301278"
"908","74","6.325872798805447"
"909","72","8.649662806529898"
"910","72","1.5491933384829668"
"911","72","1.5491933384829668"
"912","72","1.5491933384829668"
"913","75","1.9364916731037085"
"914","74","1.8073922282301278"
"915","73","1.6782927833565473"
"916","73","1.6782927833565473"
"917","73","1.6782927833565473"
"918","70","1.2909944487358056"
"919","68","1.0327955589886444"
"920","71","1.420093893609386"
"921","72","1.5491933384829668"
"922","71","1.420093893609386"
"923","72","1.5491933384829668"
"924","72","1.5491933384829668"
"925","72","1.5491933384829668"
"926","71","1.420093893609386"
"927","69","1.161895003862225"
"928","72","19.364916731037084"
"929","72","1.5491933384829668"
"930","73","1.6782927833565473"
"931","73","1.6782927833565473"
"932","72","1.5491933384829668"
"933","73","1.6782927833565473"
"934","71","1.420093893609386"
"935","71","1.420093893609386"
"936","72","19.364916731037084"
"937","72","1.5491933384829668"
"938","72","1.5491933384829668"
"939","72","1.5491933384829668"
"940","72","1.5491933384829668"
"941","72","1.5491933384829668"
"942","69","1.161895003862225"
"943","73","21.946905628508695"
"944","73","1.6782927833565473"
"945","75","1.9364916731037085"
"946","76","2.065591117977289"
"947","76","2.065591117977289"
"948","76","2.065591117977289"
"949","75","1.9364916731037085"
"950","75","1.9364916731037085"
"951","73","6.454972243679028"
"952","73","1.6782927833565473"
