@relation traffic_pattern

@attribute dataave real
@attribute datavar real
@attribute class {label}

@data
73,1.18673220792786,label
72,1.0954451150103321,label
75,1.3693063937629153,label
75,1.3693063937629153,label
73,1.18673220792786,label
75,1.3693063937629153,label
72,1.0954451150103321,label
72,1.0954451150103321,label
72,1.0954451150103321,label
71,1.0041580220928046,label
72,1.0954451150103321,label
74,1.2780193008453875,label
75,1.3693063937629153,label
74,4.473067552958857,label
76,1.4605934866804429,label
74,1.2780193008453875,label
75,4.381780460041329,label
75,1.3693063937629153,label
73,1.18673220792786,label
75,1.3693063937629153,label
73,1.18673220792786,label
73,4.564354645876384,label
74,1.2780193008453875,label
72,4.655641738793912,label
72,1.0954451150103321,label
73,6.024948132556827,label
72,1.0954451150103321,label
74,1.2780193008453875,label
73,1.18673220792786,label
72,4.655641738793912,label
73,1.18673220792786,label
72,1.0954451150103321,label
72,4.655641738793912,label
73,1.18673220792786,label
71,1.0041580220928046,label
71,6.207522318391883,label
72,1.0954451150103321,label
71,1.0041580220928046,label
71,1.0041580220928046,label
73,1.18673220792786,label
73,1.18673220792786,label
73,1.18673220792786,label
74,1.2780193008453875,label
73,1.18673220792786,label
74,4.473067552958857,label
73,1.18673220792786,label
72,4.655641738793912,label
73,1.18673220792786,label
72,4.655641738793912,label
72,1.0954451150103321,label
73,4.564354645876384,label
71,1.0041580220928046,label
72,1.0954451150103321,label
73,11.502173707608488,label
71,1.0041580220928046,label
73,1.18673220792786,label
72,1.0954451150103321,label
70,0.9128709291752769,label
72,1.0954451150103321,label
71,4.74692883171144,label
72,1.0954451150103321,label
73,4.564354645876384,label
72,1.0954451150103321,label
72,1.0954451150103321,label
73,1.18673220792786,label
73,1.18673220792786,label
74,1.2780193008453875,label
74,1.2780193008453875,label
73,1.18673220792786,label
74,1.2780193008453875,label
73,1.18673220792786,label
72,1.0954451150103321,label
73,1.18673220792786,label
72,1.0954451150103321,label
72,4.655641738793912,label
74,1.2780193008453875,label
74,1.2780193008453875,label
73,1.18673220792786,label
74,4.473067552958857,label
73,4.564354645876384,label
74,4.473067552958857,label
74,1.2780193008453875,label
73,6.024948132556827,label
73,1.18673220792786,label
71,1.0041580220928046,label
71,1.0041580220928046,label
72,1.0954451150103321,label
71,1.0041580220928046,label
72,4.655641738793912,label
73,1.18673220792786,label
72,4.655641738793912,label
73,1.18673220792786,label
73,1.18673220792786,label
72,1.0954451150103321,label
73,1.18673220792786,label
72,1.0954451150103321,label
71,1.0041580220928046,label
73,1.18673220792786,label
73,1.18673220792786,label
72,1.0954451150103321,label
74,4.473067552958857,label
73,1.18673220792786,label
73,1.18673220792786,label
75,1.3693063937629153,label
73,1.18673220792786,label
73,1.18673220792786,label
73,1.18673220792786,label
72,1.0954451150103321,label
73,1.18673220792786,label
73,1.18673220792786,label
73,1.18673220792786,label
75,1.3693063937629153,label
73,1.18673220792786,label
73,1.18673220792786,label
74,1.2780193008453875,label
73,1.18673220792786,label
73,1.18673220792786,label
73,1.18673220792786,label
71,1.0041580220928046,label
70,0.9128709291752769,label
71,1.0041580220928046,label
71,4.74692883171144,label
71,4.74692883171144,label
74,1.2780193008453875,label
72,1.0954451150103321,label
71,1.0041580220928046,label
73,1.18673220792786,label
72,1.0954451150103321,label
72,1.0954451150103321,label
74,1.2780193008453875,label
73,1.18673220792786,label
73,1.18673220792786,label
73,1.18673220792786,label
72,6.116235225474354,label
73,1.18673220792786,label
72,1.0954451150103321,label
72,4.655641738793912,label
74,1.2780193008453875,label
74,1.2780193008453875,label
75,18.89642823392823,label
75,1.3693063937629153,label
73,4.564354645876384,label
74,1.2780193008453875,label
73,6.024948132556827,label
73,1.18673220792786,label
74,1.2780193008453875,label
73,1.18673220792786,label
72,1.0954451150103321,label
73,1.18673220792786,label
71,1.0041580220928046,label
72,4.655641738793912,label
74,1.2780193008453875,label
74,5.9336610396393,label
76,1.4605934866804429,label
76,1.4605934866804429,label
75,1.3693063937629153,label
75,1.3693063937629153,label
73,1.18673220792786,label
73,4.564354645876384,label
74,1.2780193008453875,label
73,4.564354645876384,label
73,4.564354645876384,label
73,1.18673220792786,label
72,1.0954451150103321,label
73,4.564354645876384,label
73,1.18673220792786,label
72,1.0954451150103321,label
73,1.18673220792786,label
71,1.0041580220928046,label
71,1.0041580220928046,label
72,1.0954451150103321,label
72,1.0954451150103321,label
71,1.0041580220928046,label
73,1.18673220792786,label
71,1.0041580220928046,label
70,0.9128709291752769,label
73,1.18673220792786,label
72,1.0954451150103321,label
75,1.3693063937629153,label
