"No.","average","variance","class"
0,72,2.1908902300206643,label
1,70,1.8257418583505538,label
2,70,1.8257418583505538,label
3,68,1.4605934866804429,label
4,72,9.311283477587825,label
5,75,2.7386127875258306,label
6,77,3.1037611591959413,label
7,73,2.37346441585572,label
8,70,9.676431849257934,label
9,68,1.4605934866804429,label
10,73,2.37346441585572,label
11,71,2.008316044185609,label
12,71,2.008316044185609,label
13,66,1.0954451150103321,label
14,74,2.556038601690775,label
15,76,8.580986734247602,label
16,76,2.9211869733608857,label
17,71,12.415044636783765,label
18,68,1.4605934866804429,label
19,68,1.4605934866804429,label
20,68,1.4605934866804429,label
21,71,2.008316044185609,label
22,71,2.008316044185609,label
23,74,2.556038601690775,label
24,73,2.37346441585572,label
25,76,8.580986734247602,label
26,71,2.008316044185609,label
27,68,1.4605934866804429,label
28,68,1.4605934866804429,label
29,68,1.4605934866804429,label
30,70,1.8257418583505538,label
31,73,2.37346441585572,label
32,76,2.9211869733608857,label
33,74,2.556038601690775,label
34,71,9.49385766342288,label
35,71,2.008316044185609,label
36,71,2.008316044185609,label
37,71,2.008316044185609,label
38,68,1.4605934866804429,label
39,71,2.008316044185609,label
40,74,2.556038601690775,label
41,78,3.286335345030997,label
42,76,2.9211869733608857,label
43,73,9.128709291752768,label
44,68,1.4605934866804429,label
45,70,1.8257418583505538,label
46,70,1.8257418583505538,label
47,70,1.8257418583505538,label
48,68,1.4605934866804429,label
49,72,2.1908902300206643,label
50,74,2.556038601690775,label
51,74,2.556038601690775,label
52,73,12.049896265113654,label
53,71,2.008316044185609,label
54,73,2.37346441585572,label
55,68,1.4605934866804429,label
56,71,2.008316044185609,label
57,72,2.1908902300206643,label
58,76,2.9211869733608857,label
59,74,2.556038601690775,label
60,73,2.37346441585572,label
61,68,1.4605934866804429,label
62,70,1.8257418583505538,label
63,71,2.008316044185609,label
64,71,2.008316044185609,label
65,80,3.6514837167011076,label
66,80,7.850689990907381,label
67,80,3.6514837167011076,label
68,68,1.4605934866804429,label
69,68,1.4605934866804429,label
70,71,9.49385766342288,label
71,73,2.37346441585572,label
72,73,12.049896265113654,label
73,71,2.008316044185609,label
74,74,2.556038601690775,label
75,73,2.37346441585572,label
76,78,3.286335345030997,label
77,73,2.37346441585572,label
78,73,2.37346441585572,label
79,73,2.37346441585572,label
80,73,2.37346441585572,label
81,71,2.008316044185609,label
82,73,2.37346441585572,label
83,76,8.580986734247602,label
84,78,8.215838362577491,label
85,71,2.008316044185609,label
86,68,1.4605934866804429,label
87,68,1.4605934866804429,label
88,68,1.4605934866804429,label
89,70,1.8257418583505538,label
90,68,1.4605934866804429,label
91,73,2.37346441585572,label
92,71,2.008316044185609,label
93,76,2.9211869733608857,label
94,71,2.008316044185609,label
95,73,2.37346441585572,label
96,70,9.676431849257934,label
97,70,1.8257418583505538,label
98,68,1.4605934866804429,label
99,75,2.7386127875258306,label
100,78,8.215838362577491,label
101,78,3.286335345030997,label
102,68,1.4605934866804429,label
103,71,2.008316044185609,label
104,73,9.128709291752768,label
105,73,2.37346441585572,label
106,71,2.008316044185609,label
107,76,2.9211869733608857,label
108,76,2.9211869733608857,label
109,75,2.7386127875258306,label
110,71,2.008316044185609,label
111,75,19.71801207018598,label
112,73,2.37346441585572,label
113,72,9.311283477587825,label
114,68,1.4605934866804429,label
115,68,1.4605934866804429,label
116,76,2.9211869733608857,label
117,76,2.9211869733608857,label
118,78,8.215838362577491,label
119,68,1.4605934866804429,label
120,71,2.008316044185609,label
121,71,2.008316044185609,label
122,71,2.008316044185609,label
123,71,2.008316044185609,label
124,76,8.580986734247602,label
125,78,3.286335345030997,label
126,78,3.286335345030997,label
127,73,2.37346441585572,label
128,71,2.008316044185609,label
129,75,11.684747893443543,label
130,73,2.37346441585572,label
131,75,8.763560920082657,label
132,73,2.37346441585572,label
133,78,3.286335345030997,label
134,76,2.9211869733608857,label
135,71,2.008316044185609,label
136,68,1.4605934866804429,label
137,73,2.37346441585572,label
138,73,2.37346441585572,label
139,73,2.37346441585572,label
140,74,2.556038601690775,label
141,76,2.9211869733608857,label
142,75,8.763560920082657,label
143,70,1.8257418583505538,label
144,70,9.676431849257934,label
145,68,1.4605934866804429,label
146,73,9.128709291752768,label
147,71,2.008316044185609,label
148,76,2.9211869733608857,label
149,78,3.286335345030997,label
150,78,3.286335345030997,label
151,75,2.7386127875258306,label
152,68,1.4605934866804429,label
153,71,2.008316044185609,label
154,68,1.4605934866804429,label
155,71,2.008316044185609,label
156,71,2.008316044185609,label
157,80,3.6514837167011076,label
158,78,3.286335345030997,label
159,82,4.016632088371218,label
160,73,2.37346441585572,label
161,75,2.7386127875258306,label
162,68,1.4605934866804429,label
163,70,1.8257418583505538,label
164,68,1.4605934866804429,label
165,77,3.1037611591959413,label
166,78,3.286335345030997,label
167,80,7.850689990907381,label
168,71,2.008316044185609,label
169,71,2.008316044185609,label
170,69,1.6431676725154984,label
171,71,9.49385766342288,label
172,78,3.286335345030997,label
173,83,4.199206274206274,label
174,81,3.8340579025361627,label
175,77,3.1037611591959413,label
176,75,2.7386127875258306,label
177,77,3.1037611591959413,label
178,71,2.008316044185609,label
179,70,1.8257418583505538,label
180,70,1.8257418583505538,label
181,75,2.7386127875258306,label
182,76,2.9211869733608857,label
183,74,2.556038601690775,label
184,71,2.008316044185609,label
185,68,1.4605934866804429,label
186,71,2.008316044185609,label
187,71,9.49385766342288,label
188,71,2.008316044185609,label
189,73,2.37346441585572,label
190,74,2.556038601690775,label
191,76,2.9211869733608857,label
192,73,9.128709291752768,label
193,71,2.008316044185609,label
194,71,2.008316044185609,label
195,68,1.4605934866804429,label
196,70,1.8257418583505538,label
197,70,1.8257418583505538,label
198,75,2.7386127875258306,label
199,78,3.286335345030997,label
200,76,2.9211869733608857,label
201,73,2.37346441585572,label
202,68,1.4605934866804429,label
203,71,2.008316044185609,label
204,71,2.008316044185609,label
205,73,2.37346441585572,label
206,70,1.8257418583505538,label
207,77,3.1037611591959413,label
208,77,3.1037611591959413,label
209,77,3.1037611591959413,label
210,68,1.4605934866804429,label
211,68,1.4605934866804429,label
212,73,12.049896265113654,label
213,73,2.37346441585572,label
214,71,2.008316044185609,label
215,71,2.008316044185609,label
216,74,2.556038601690775,label
217,74,2.556038601690775,label
218,71,2.008316044185609,label
219,68,1.4605934866804429,label
220,70,1.8257418583505538,label
221,68,1.4605934866804429,label
222,68,1.4605934866804429,label
223,66,1.0954451150103321,label
224,73,2.37346441585572,label
225,75,2.7386127875258306,label
226,84,4.381780460041329,label
227,77,3.1037611591959413,label
228,77,3.1037611591959413,label
229,70,1.8257418583505538,label
230,75,2.7386127875258306,label
231,73,2.37346441585572,label
232,76,2.9211869733608857,label
233,72,2.1908902300206643,label
234,72,2.1908902300206643,label
235,68,1.4605934866804429,label
236,71,12.415044636783765,label
237,73,9.128709291752768,label
238,71,2.008316044185609,label
239,68,1.4605934866804429,label
240,68,1.4605934866804429,label
241,78,8.215838362577491,label
242,78,3.286335345030997,label
243,80,3.6514837167011076,label
244,70,1.8257418583505538,label
245,73,2.37346441585572,label
246,75,22.639199043546867,label
247,75,2.7386127875258306,label
248,75,8.763560920082657,label
249,73,2.37346441585572,label
250,74,2.556038601690775,label
251,74,2.556038601690775,label
252,68,1.4605934866804429,label
253,71,2.008316044185609,label
254,68,10.041580220928045,label
255,68,1.4605934866804429,label
256,66,1.0954451150103321,label
257,68,1.4605934866804429,label
258,74,2.556038601690775,label
259,76,2.9211869733608857,label
260,76,2.9211869733608857,label
261,71,2.008316044185609,label
262,68,1.4605934866804429,label
263,66,1.0954451150103321,label
264,71,2.008316044185609,label
265,71,2.008316044185609,label
266,78,3.286335345030997,label
267,73,2.37346441585572,label
268,73,2.37346441585572,label
269,68,1.4605934866804429,label
270,68,1.4605934866804429,label
271,68,1.4605934866804429,label
272,68,1.4605934866804429,label
273,68,1.4605934866804429,label
274,71,2.008316044185609,label
275,74,2.556038601690775,label
276,76,8.580986734247602,label
277,73,2.37346441585572,label
278,71,2.008316044185609,label
279,68,1.4605934866804429,label
280,68,1.4605934866804429,label
281,71,2.008316044185609,label
282,71,2.008316044185609,label
283,76,2.9211869733608857,label
284,73,2.37346441585572,label
285,76,2.9211869733608857,label
286,73,2.37346441585572,label
287,71,2.008316044185609,label
288,71,2.008316044185609,label
289,71,9.49385766342288,label
290,73,9.128709291752768,label
291,71,2.008316044185609,label
292,81,7.6681158050723255,label
293,81,7.6681158050723255,label
294,83,10.2241544067631,label
295,73,2.37346441585572,label
296,73,9.128709291752768,label
297,72,2.1908902300206643,label
298,73,2.37346441585572,label
299,73,2.37346441585572,label
300,76,2.9211869733608857,label
301,76,2.9211869733608857,label
302,76,2.9211869733608857,label
303,73,9.128709291752768,label
304,73,2.37346441585572,label
305,71,2.008316044185609,label
306,71,2.008316044185609,label
307,68,1.4605934866804429,label
308,76,2.9211869733608857,label
309,74,2.556038601690775,label
310,76,2.9211869733608857,label
311,71,12.415044636783765,label
312,71,2.008316044185609,label
313,73,2.37346441585572,label
314,72,2.1908902300206643,label
315,75,8.763560920082657,label
316,71,2.008316044185609,label
317,72,2.1908902300206643,label
318,72,2.1908902300206643,label
319,74,2.556038601690775,label
320,73,2.37346441585572,label
321,73,2.37346441585572,label
322,71,2.008316044185609,label
323,71,2.008316044185609,label
324,70,9.676431849257934,label
325,76,2.9211869733608857,label
326,74,2.556038601690775,label
327,74,2.556038601690775,label
328,68,1.4605934866804429,label
329,70,1.8257418583505538,label
330,68,1.4605934866804429,label
331,72,2.1908902300206643,label
332,70,1.8257418583505538,label
333,75,2.7386127875258306,label
334,74,2.556038601690775,label
335,76,2.9211869733608857,label
336,71,2.008316044185609,label
337,70,1.8257418583505538,label
338,68,1.4605934866804429,label
339,73,9.128709291752768,label
340,71,2.008316044185609,label
341,75,26.83840531775314,label
342,71,2.008316044185609,label
343,73,9.128709291752768,label
344,68,1.4605934866804429,label
345,68,1.4605934866804429,label
346,66,1.0954451150103321,label
347,68,1.4605934866804429,label
348,68,1.4605934866804429,label
349,70,9.676431849257934,label
350,71,2.008316044185609,label
351,74,2.556038601690775,label
352,78,3.286335345030997,label
353,77,3.1037611591959413,label
354,77,11.319599521773434,label
355,71,2.008316044185609,label
356,68,1.4605934866804429,label
357,66,1.0954451150103321,label
358,76,2.9211869733608857,label
359,76,2.9211869733608857,label
360,92,15.336231610144651,label
361,90,1.6431676725154984,label
362,93,6.024948132556827,label
363,90,15.701379981814762,label
364,125,11.8673220792786,label
365,134,7.6681158050723255,label
366,132,6.024948132556827,label
367,92,5.8423739467217715,label
368,84,4.381780460041329,label
369,91,3.468909530866052,label
370,92,3.6514837167011076,label
371,92,3.6514837167011076,label
372,79,1.2780193008453875,label
373,79,1.2780193008453875,label
374,78,1.0954451150103321,label
375,78,9.85900603509299,label
376,76,0.7302967433402214,label
377,77,0.9128709291752769,label
378,77,1.6431676725154984,label
379,79,1.2780193008453875,label
380,78,1.0954451150103321,label
381,78,1.0954451150103321,label
382,76,0.7302967433402214,label
383,77,0.9128709291752769,label
384,77,0.9128709291752769,label
385,78,1.0954451150103321,label
386,90,0.7302967433402214,label
387,93,3.8340579025361627,label
388,93,3.8340579025361627,label
389,81,1.6431676725154984,label
390,79,1.2780193008453875,label
391,79,1.2780193008453875,label
392,125,165.41221236656017,label
393,208,27.020979503588194,label
394,206,26.655831131918085,label
395,159,18.074844397670482,label
396,75,2.7386127875258306,label
