@relation traffic_pattern

@attribute dataave real
@attribute datavar real
@attribute class {label}

@data
73,2.37346441585572,label
71,2.008316044185609,label
71,2.008316044185609,label
71,2.008316044185609,label
71,2.008316044185609,label
73,2.37346441585572,label
71,2.008316044185609,label
77,3.1037611591959413,label
78,8.215838362577491,label
78,3.286335345030997,label
71,9.49385766342288,label
71,2.008316044185609,label
71,2.008316044185609,label
71,2.008316044185609,label
71,2.008316044185609,label
80,3.6514837167011076,label
78,3.286335345030997,label
80,10.771876964268268,label
71,2.008316044185609,label
73,2.37346441585572,label
70,9.676431849257934,label
71,2.008316044185609,label
71,2.008316044185609,label
74,27.020979503588194,label
78,3.286335345030997,label
76,2.9211869733608857,label
73,2.37346441585572,label
68,1.4605934866804429,label
71,2.008316044185609,label
68,1.4605934866804429,label
71,2.008316044185609,label
68,1.4605934866804429,label
73,2.37346441585572,label
73,2.37346441585572,label
76,2.9211869733608857,label
75,2.7386127875258306,label
73,2.37346441585572,label
72,2.1908902300206643,label
68,1.4605934866804429,label
73,2.37346441585572,label
78,3.286335345030997,label
82,4.016632088371218,label
78,3.286335345030997,label
75,2.7386127875258306,label
75,2.7386127875258306,label
77,3.1037611591959413,label
73,2.37346441585572,label
70,1.8257418583505538,label
71,9.49385766342288,label
82,7.48554161923727,label
80,3.6514837167011076,label
78,3.286335345030997,label
68,1.4605934866804429,label
71,9.49385766342288,label
70,1.8257418583505538,label
71,2.008316044185609,label
73,2.37346441585572,label
80,7.850689990907381,label
80,3.6514837167011076,label
78,8.215838362577491,label
73,2.37346441585572,label
73,2.37346441585572,label
73,2.37346441585572,label
71,2.008316044185609,label
75,2.7386127875258306,label
76,2.9211869733608857,label
78,3.286335345030997,label
74,11.8673220792786,label
73,2.37346441585572,label
71,2.008316044185609,label
70,1.8257418583505538,label
68,1.4605934866804429,label
73,9.128709291752768,label
71,2.008316044185609,label
78,11.137025335938377,label
74,2.556038601690775,label
74,2.556038601690775,label
68,10.041580220928045,label
71,9.49385766342288,label
71,2.008316044185609,label
75,8.763560920082657,label
73,2.37346441585572,label
80,3.6514837167011076,label
74,2.556038601690775,label
76,11.502173707608488,label
71,2.008316044185609,label
71,2.008316044185609,label
70,1.8257418583505538,label
71,9.49385766342288,label
71,2.008316044185609,label
76,2.9211869733608857,label
76,2.9211869733608857,label
78,8.215838362577491,label
71,2.008316044185609,label
71,2.008316044185609,label
68,1.4605934866804429,label
71,9.49385766342288,label
71,2.008316044185609,label
76,2.9211869733608857,label
76,2.9211869733608857,label
75,8.763560920082657,label
73,2.37346441585572,label
71,2.008316044185609,label
68,1.4605934866804429,label
71,2.008316044185609,label
73,9.128709291752768,label
73,2.37346441585572,label
73,2.37346441585572,label
72,2.1908902300206643,label
74,8.946135105917714,label
68,1.4605934866804429,label
71,2.008316044185609,label
68,1.4605934866804429,label
