"No.","average","variance","class"
0,73,1.18673220792786,label
1,72,1.0954451150103321,label
2,75,1.3693063937629153,label
3,75,1.3693063937629153,label
4,73,1.18673220792786,label
5,75,1.3693063937629153,label
6,72,1.0954451150103321,label
7,72,1.0954451150103321,label
8,72,1.0954451150103321,label
9,71,1.0041580220928046,label
10,72,1.0954451150103321,label
11,74,1.2780193008453875,label
12,75,1.3693063937629153,label
13,74,4.473067552958857,label
14,76,1.4605934866804429,label
15,74,1.2780193008453875,label
16,75,4.381780460041329,label
17,75,1.3693063937629153,label
18,73,1.18673220792786,label
19,75,1.3693063937629153,label
20,73,1.18673220792786,label
21,73,4.564354645876384,label
22,74,1.2780193008453875,label
23,72,4.655641738793912,label
24,72,1.0954451150103321,label
25,73,6.024948132556827,label
26,72,1.0954451150103321,label
27,74,1.2780193008453875,label
28,73,1.18673220792786,label
29,72,4.655641738793912,label
30,73,1.18673220792786,label
31,72,1.0954451150103321,label
32,72,4.655641738793912,label
33,73,1.18673220792786,label
34,71,1.0041580220928046,label
35,71,6.207522318391883,label
36,72,1.0954451150103321,label
37,71,1.0041580220928046,label
38,71,1.0041580220928046,label
39,73,1.18673220792786,label
40,73,1.18673220792786,label
41,73,1.18673220792786,label
42,74,1.2780193008453875,label
43,73,1.18673220792786,label
44,74,4.473067552958857,label
45,73,1.18673220792786,label
46,72,4.655641738793912,label
47,73,1.18673220792786,label
48,72,4.655641738793912,label
49,72,1.0954451150103321,label
50,73,4.564354645876384,label
51,71,1.0041580220928046,label
52,72,1.0954451150103321,label
53,73,11.502173707608488,label
54,71,1.0041580220928046,label
55,73,1.18673220792786,label
56,72,1.0954451150103321,label
57,70,0.9128709291752769,label
58,72,1.0954451150103321,label
59,71,4.74692883171144,label
60,72,1.0954451150103321,label
61,73,4.564354645876384,label
62,72,1.0954451150103321,label
63,72,1.0954451150103321,label
64,73,1.18673220792786,label
65,73,1.18673220792786,label
66,74,1.2780193008453875,label
67,74,1.2780193008453875,label
68,73,1.18673220792786,label
69,74,1.2780193008453875,label
70,73,1.18673220792786,label
71,72,1.0954451150103321,label
72,73,1.18673220792786,label
73,72,1.0954451150103321,label
74,72,4.655641738793912,label
75,74,1.2780193008453875,label
76,74,1.2780193008453875,label
77,73,1.18673220792786,label
78,74,4.473067552958857,label
79,73,4.564354645876384,label
80,74,4.473067552958857,label
81,74,1.2780193008453875,label
82,73,6.024948132556827,label
83,73,1.18673220792786,label
84,71,1.0041580220928046,label
85,71,1.0041580220928046,label
86,72,1.0954451150103321,label
87,71,1.0041580220928046,label
88,72,4.655641738793912,label
89,73,1.18673220792786,label
90,72,4.655641738793912,label
91,73,1.18673220792786,label
92,73,1.18673220792786,label
93,72,1.0954451150103321,label
94,73,1.18673220792786,label
95,72,1.0954451150103321,label
96,71,1.0041580220928046,label
97,73,1.18673220792786,label
98,73,1.18673220792786,label
99,72,1.0954451150103321,label
100,74,4.473067552958857,label
101,73,1.18673220792786,label
102,73,1.18673220792786,label
103,75,1.3693063937629153,label
104,73,1.18673220792786,label
105,73,1.18673220792786,label
106,73,1.18673220792786,label
107,72,1.0954451150103321,label
108,73,1.18673220792786,label
109,73,1.18673220792786,label
110,73,1.18673220792786,label
111,75,1.3693063937629153,label
112,73,1.18673220792786,label
113,73,1.18673220792786,label
114,74,1.2780193008453875,label
115,73,1.18673220792786,label
116,73,1.18673220792786,label
117,73,1.18673220792786,label
118,71,1.0041580220928046,label
119,70,0.9128709291752769,label
120,71,1.0041580220928046,label
121,71,4.74692883171144,label
122,71,4.74692883171144,label
123,74,1.2780193008453875,label
124,72,1.0954451150103321,label
125,71,1.0041580220928046,label
126,73,1.18673220792786,label
127,72,1.0954451150103321,label
128,72,1.0954451150103321,label
129,74,1.2780193008453875,label
130,73,1.18673220792786,label
131,73,1.18673220792786,label
132,73,1.18673220792786,label
133,72,6.116235225474354,label
134,73,1.18673220792786,label
135,72,1.0954451150103321,label
136,72,4.655641738793912,label
137,74,1.2780193008453875,label
138,74,1.2780193008453875,label
139,75,18.89642823392823,label
140,75,1.3693063937629153,label
141,73,4.564354645876384,label
142,74,1.2780193008453875,label
143,73,6.024948132556827,label
144,73,1.18673220792786,label
145,74,1.2780193008453875,label
146,73,1.18673220792786,label
147,72,1.0954451150103321,label
148,73,1.18673220792786,label
149,71,1.0041580220928046,label
150,72,4.655641738793912,label
151,74,1.2780193008453875,label
152,74,5.9336610396393,label
153,76,1.4605934866804429,label
154,76,1.4605934866804429,label
155,75,1.3693063937629153,label
156,75,1.3693063937629153,label
157,73,1.18673220792786,label
158,73,4.564354645876384,label
159,74,1.2780193008453875,label
160,73,4.564354645876384,label
161,73,4.564354645876384,label
162,73,1.18673220792786,label
163,72,1.0954451150103321,label
164,73,4.564354645876384,label
165,73,1.18673220792786,label
166,72,1.0954451150103321,label
167,73,1.18673220792786,label
168,71,1.0041580220928046,label
169,71,1.0041580220928046,label
170,72,1.0954451150103321,label
171,72,1.0954451150103321,label
172,71,1.0041580220928046,label
173,73,1.18673220792786,label
174,71,1.0041580220928046,label
175,70,0.9128709291752769,label
176,73,1.18673220792786,label
177,72,1.0954451150103321,label
178,75,1.3693063937629153,label
179,77,1.5518805795979707,label
180,75,1.3693063937629153,label
181,77,1.5518805795979707,label
182,74,1.2780193008453875,label
183,73,1.18673220792786,label
184,74,1.2780193008453875,label
185,72,4.655641738793912,label
186,72,1.0954451150103321,label
187,73,4.564354645876384,label
188,72,1.0954451150103321,label
189,73,19.079002419763285,label
190,73,1.18673220792786,label
191,72,4.381780460041329,label
192,72,1.0954451150103321,label
193,71,1.0041580220928046,label
194,71,1.0041580220928046,label
195,71,1.0041580220928046,label
196,71,1.0041580220928046,label
197,70,0.9128709291752769,label
198,72,1.0954451150103321,label
199,72,1.0954451150103321,label
200,74,1.2780193008453875,label
201,74,1.2780193008453875,label
