"No.","average","variance","class"
0,74,1.043498389499902,label
1,73,0.9689627902499088,label
2,73,0.9689627902499088,label
3,75,1.118033988749895,label
4,73,0.9689627902499088,label
5,73,0.9689627902499088,label
6,72,0.8944271909999159,label
7,72,0.8944271909999159,label
8,73,0.9689627902499088,label
9,72,0.8944271909999159,label
10,74,1.043498389499902,label
11,74,3.6522443632496566,label
12,75,1.118033988749895,label
13,74,1.043498389499902,label
14,76,3.5031731647496707,label
15,75,1.118033988749895,label
16,74,1.043498389499902,label
17,75,1.118033988749895,label
18,74,1.043498389499902,label
19,74,3.6522443632496566,label
20,73,0.9689627902499088,label
21,73,3.7267799624996494,label
22,73,0.9689627902499088,label
23,73,4.919349550499537,label
24,73,0.9689627902499088,label
25,73,0.9689627902499088,label
26,73,0.9689627902499088,label
27,73,3.7267799624996494,label
28,73,0.9689627902499088,label
29,72,0.8944271909999159,label
30,73,3.7267799624996494,label
31,72,0.8944271909999159,label
32,72,0.8944271909999159,label
33,72,4.993885149749531,label
34,72,0.8944271909999159,label
35,72,0.8944271909999159,label
36,71,0.8198915917499229,label
37,72,0.8944271909999159,label
38,72,0.8944271909999159,label
39,73,0.9689627902499088,label
40,73,0.9689627902499088,label
41,73,0.9689627902499088,label
42,74,3.6522443632496566,label
43,73,0.9689627902499088,label
44,73,3.7267799624996494,label
45,73,0.9689627902499088,label
46,73,3.7267799624996494,label
47,72,0.8944271909999159,label
48,72,3.8013155617496426,label
49,72,0.8944271909999159,label
50,72,0.8944271909999159,label
51,72,9.46602110474911,label
52,72,0.8944271909999159,label
53,73,0.9689627902499088,label
54,72,0.8944271909999159,label
55,72,0.8944271909999159,label
56,72,0.8944271909999159,label
57,71,3.8758511609996353,label
58,72,0.8944271909999159,label
59,72,3.8013155617496426,label
60,71,0.8198915917499229,label
61,72,0.8944271909999159,label
62,73,0.9689627902499088,label
63,73,0.9689627902499088,label
64,73,0.9689627902499088,label
65,73,0.9689627902499088,label
66,74,1.043498389499902,label
67,74,1.043498389499902,label
68,73,0.9689627902499088,label
69,73,0.9689627902499088,label
70,73,0.9689627902499088,label
71,73,0.9689627902499088,label
72,73,3.7267799624996494,label
73,73,0.9689627902499088,label
74,73,0.9689627902499088,label
75,73,0.9689627902499088,label
76,74,3.6522443632496566,label
77,74,3.6522443632496566,label
78,74,3.6522443632496566,label
79,73,0.9689627902499088,label
80,73,4.919349550499537,label
81,73,0.9689627902499088,label
82,73,0.9689627902499088,label
83,72,0.8944271909999159,label
84,72,0.8944271909999159,label
85,72,0.8944271909999159,label
86,72,3.8013155617496426,label
87,72,0.8944271909999159,label
88,72,3.8013155617496426,label
89,73,0.9689627902499088,label
90,72,0.8944271909999159,label
91,72,0.8944271909999159,label
92,72,0.8944271909999159,label
93,72,0.8944271909999159,label
94,72,0.8944271909999159,label
95,72,0.8944271909999159,label
96,72,0.8944271909999159,label
97,72,0.8944271909999159,label
98,73,3.7267799624996494,label
99,73,0.9689627902499088,label
100,73,0.9689627902499088,label
101,73,0.9689627902499088,label
102,73,0.9689627902499088,label
103,74,1.043498389499902,label
104,73,0.9689627902499088,label
105,73,0.9689627902499088,label
106,73,0.9689627902499088,label
107,73,0.9689627902499088,label
108,73,0.9689627902499088,label
109,74,1.043498389499902,label
110,74,1.043498389499902,label
111,73,0.9689627902499088,label
112,73,0.9689627902499088,label
113,73,0.9689627902499088,label
114,73,0.9689627902499088,label
115,72,0.8944271909999159,label
116,72,0.8944271909999159,label
117,72,0.8944271909999159,label
118,72,0.8944271909999159,label
119,71,3.8758511609996353,label
120,71,3.8758511609996353,label
121,72,0.8944271909999159,label
122,72,0.8944271909999159,label
123,72,0.8944271909999159,label
124,72,0.8944271909999159,label
125,73,0.9689627902499088,label
126,73,0.9689627902499088,label
127,72,0.8944271909999159,label
128,73,0.9689627902499088,label
129,74,1.043498389499902,label
130,73,0.9689627902499088,label
131,73,4.919349550499537,label
132,73,0.9689627902499088,label
133,72,0.8944271909999159,label
134,72,3.8013155617496426,label
135,73,0.9689627902499088,label
136,73,0.9689627902499088,label
137,74,15.503404643998541,label
138,74,1.043498389499902,label
139,74,3.6522443632496566,label
140,75,1.118033988749895,label
141,74,4.844813951249544,label
142,73,0.9689627902499088,label
143,73,0.9689627902499088,label
144,73,0.9689627902499088,label
145,72,0.8944271909999159,label
146,72,0.8944271909999159,label
147,72,0.8944271909999159,label
148,73,3.7267799624996494,label
149,72,0.8944271909999159,label
150,73,4.919349550499537,label
151,75,1.118033988749895,label
152,75,1.118033988749895,label
153,75,1.118033988749895,label
154,76,1.1925695879998879,label
155,75,1.118033988749895,label
156,74,3.6522443632496566,label
157,73,0.9689627902499088,label
158,74,3.6522443632496566,label
159,73,3.7267799624996494,label
160,73,0.9689627902499088,label
161,73,0.9689627902499088,label
162,73,3.7267799624996494,label
163,73,0.9689627902499088,label
164,72,0.8944271909999159,label
165,73,0.9689627902499088,label
166,72,0.8944271909999159,label
167,72,0.8944271909999159,label
168,72,0.8944271909999159,label
169,73,0.9689627902499088,label
170,72,0.8944271909999159,label
171,72,0.8944271909999159,label
172,72,0.8944271909999159,label
173,72,0.8944271909999159,label
174,72,0.8944271909999159,label
175,72,0.8944271909999159,label
176,74,1.043498389499902,label
177,74,1.043498389499902,label
178,75,1.118033988749895,label
179,76,1.1925695879998879,label
180,75,1.118033988749895,label
181,75,1.118033988749895,label
