"No.","average","variance","class"
275,71,1.0041580220928046,label
276,70,0.9128709291752769,label
277,72,1.0954451150103321,label
278,71,1.0041580220928046,label
279,71,1.0041580220928046,label
280,73,1.18673220792786,label
281,72,1.0954451150103321,label
282,73,10.041580220928045,label
283,74,1.2780193008453875,label
284,73,1.18673220792786,label
285,73,1.18673220792786,label
286,74,1.2780193008453875,label
287,73,1.18673220792786,label
288,75,1.3693063937629153,label
289,75,1.3693063937629153,label
290,72,1.0954451150103321,label
291,73,1.18673220792786,label
292,71,1.0041580220928046,label
293,71,1.0041580220928046,label
294,73,1.18673220792786,label
295,72,1.0954451150103321,label
296,72,1.0954451150103321,label
297,74,1.2780193008453875,label
298,71,1.0041580220928046,label
299,73,19.079002419763285,label
300,73,1.18673220792786,label
301,72,6.116235225474354,label
302,73,1.18673220792786,label
303,72,1.0954451150103321,label
304,71,1.0041580220928046,label
305,73,1.18673220792786,label
306,71,1.0041580220928046,label
307,71,1.0041580220928046,label
308,73,1.18673220792786,label
309,71,1.0041580220928046,label
310,73,13.601776844711624,label
311,73,1.18673220792786,label
312,71,1.0041580220928046,label
313,74,1.2780193008453875,label
314,73,1.18673220792786,label
315,74,4.473067552958857,label
316,76,4.290493367123801,label
317,73,1.18673220792786,label
318,73,1.18673220792786,label
319,74,4.473067552958857,label
320,72,1.0954451150103321,label
321,74,1.2780193008453875,label
322,75,1.3693063937629153,label
323,75,1.3693063937629153,label
324,77,1.5518805795979707,label
325,76,1.4605934866804429,label
